Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kädi,2020-03-01 20:35:48,00:00:09,,Orange Is the New Black: Season 7: And Brown Is the New Orange (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:53:50,00:53:50,EE (Estonia)
Kädi,2020-03-01 20:33:37,00:01:37,,Orange Is the New Black: Season 7: And Brown Is the New Orange (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:01:37,Not latest view,EE (Estonia)
Kädi,2020-03-01 17:31:54,00:14:59,,Orange Is the New Black: Season 7: Minority Deport (Episode 5),,iPhone 5S CDMA,00:39:53,Not latest view,EE (Estonia)
Kädi,2020-03-01 16:36:09,00:15:34,,Orange Is the New Black: Season 7: Minority Deport (Episode 5),,iPhone 5S CDMA,00:24:43,Not latest view,EE (Estonia)
Kädi,2020-03-01 16:19:33,00:07:55,,Orange Is the New Black: Season 7: Minority Deport (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:09:08,Not latest view,EE (Estonia)
Kädi,2020-03-01 14:55:33,00:57:29,,Orange Is the New Black: Season 7: How to Do Life (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:58:43,Not latest view,EE (Estonia)
Kädi,2020-03-01 13:29:48,00:57:46,,Orange Is the New Black: Season 7: And Brown Is the New Orange (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:58:36,Not latest view,EE (Estonia)
Kädi,2020-03-01 12:28:43,00:48:01,,Orange Is the New Black: Season 7: Just Desserts (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:54:13,00:54:13,EE (Estonia)
Kädi,2020-03-01 04:02:59,00:05:02,,Orange Is the New Black: Season 7: Just Desserts (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:05:46,Not latest view,EE (Estonia)
Kädi,2020-03-01 03:11:03,00:51:50,,Orange Is the New Black: Season 7: Beginning of the End (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:53:03,00:53:03,EE (Estonia)
Kädi,2020-03-01 01:49:17,01:21:39,,Orange Is the New Black: Season 6: Be Free (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,01:22:48,01:22:48,EE (Estonia)
Kädi,2020-03-01 00:45:37,00:56:41,,Orange Is the New Black: Season 6: Double Trouble (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:57:50,00:57:50,EE (Estonia)
Kädi,2020-02-29 23:07:58,00:55:26,,Orange Is the New Black: Season 6: Well This Took a Dark Turn (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:58:54,00:58:54,EE (Estonia)
Kädi,2020-02-29 22:17:01,00:02:46,,Orange Is the New Black: Season 6: Well This Took a Dark Turn (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:03:53,Not latest view,EE (Estonia)
Kädi,2020-02-29 20:40:14,00:57:28,,Orange Is the New Black: Season 6: Chocolate Chip Nookie (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:58:04,00:58:04,EE (Estonia)
Kädi,2020-02-29 19:19:54,00:57:19,,Orange Is the New Black: Season 6: Break the String (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:58:07,00:58:07,EE (Estonia)
Kädi,2020-02-29 18:22:07,00:55:38,,Orange Is the New Black: Season 6: Gordons (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:56:47,00:56:47,EE (Estonia)
Kädi,2020-02-29 17:21:28,00:55:07,,Orange Is the New Black: Season 6: Changing Winds (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:55:52,00:55:52,EE (Estonia)
Kädi,2020-02-29 17:12:23,00:07:34,,Orange Is the New Black: Season 6: State of the Uterus (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:56:41,00:56:41,EE (Estonia)
Kädi,2020-02-28 21:18:55,00:48:15,,Orange Is the New Black: Season 6: State of the Uterus (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:49:10,Not latest view,EE (Estonia)
Kädi,2020-02-28 20:18:44,00:57:57,,Orange Is the New Black: Season 6: Mischief Mischief (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:58:48,00:58:48,EE (Estonia)
Kädi,2020-02-28 19:23:39,00:53:57,,Orange Is the New Black: Season 6: I'm the Talking Ass (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:54:25,00:54:25,EE (Estonia)
Kädi,2020-02-28 18:07:40,00:47:55,,Orange Is the New Black: Season 6: Look Out for Number One (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:48:22,00:48:22,EE (Estonia)
Kädi,2020-02-28 17:09:32,00:55:01,,Orange Is the New Black: Season 6: Sh*tstorm Coming (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:56:10,00:56:10,EE (Estonia)
Kädi,2020-02-28 15:42:23,00:52:06,,Orange Is the New Black: Season 6: Who Knows Better Than I (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:52:45,00:52:45,EE (Estonia)
Kädi,2020-02-28 14:48:19,00:50:09,,Orange Is the New Black: Season 5: Storm-y Weather (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:51:22,00:51:22,EE (Estonia)
Kädi,2020-02-28 13:34:49,00:57:54,,Orange Is the New Black: Season 5: Tattoo You (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:57:54,00:57:54,EE (Estonia)
Kädi,2020-02-28 12:58:42,00:36:03,,Orange Is the New Black: Season 5: Breaking the Fiberboard Ceiling (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:52:08,00:52:08,EE (Estonia)
Kädi,2020-02-28 02:52:30,00:10:56,,Orange Is the New Black: Season 5: Breaking the Fiberboard Ceiling (Episode 11),,iPhone 5S CDMA,00:16:08,Not latest view,EE (Estonia)
Kädi,2020-02-27 20:52:03,00:04:39,,Orange Is the New Black: Season 5: Breaking the Fiberboard Ceiling (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:05:12,Not latest view,EE (Estonia)
Kädi,2020-02-27 19:21:01,00:54:22,,Orange Is the New Black: Season 5: The Reverse Midas Touch (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:55:20,00:55:20,EE (Estonia)
Kädi,2020-02-27 18:21:02,00:50:44,,Orange Is the New Black: Season 5: The Tightening (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:51:57,00:51:57,EE (Estonia)
Kädi,2020-02-27 17:19:59,00:53:22,,Orange Is the New Black: Season 5: Tied to the Tracks (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:54:09,00:54:09,EE (Estonia)
Kädi,2020-02-27 15:49:33,00:52:59,,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Netflix Windows App - Cadmium Windows Mobile,00:55:45,00:55:45,EE (Estonia)
Kädi,2020-02-27 13:32:15,00:02:13,,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Netflix Windows App - Cadmium Windows Mobile,00:03:25,Not latest view,EE (Estonia)
Kädi,2020-02-27 12:25:15,00:53:26,,"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally (Episode 6)",,Netflix Windows App - Cadmium Windows Mobile,00:54:37,00:54:37,EE (Estonia)
Kädi,2020-02-27 11:05:15,00:56:43,,"Orange Is the New Black: Season 5: Sing It, White Effie (Episode 5)",,Netflix Windows App - Cadmium Windows Mobile,00:57:29,00:57:29,EE (Estonia)
Kädi,2020-02-27 09:57:20,00:56:54,,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:58:07,00:58:07,EE (Estonia)
Kädi,2020-02-27 09:20:29,00:26:59,,Orange Is the New Black: Season 5: Pissters! (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:55:53,00:55:53,EE (Estonia)
Kädi,2020-02-27 02:18:53,00:27:52,,Orange Is the New Black: Season 5: Pissters! (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:28:54,Not latest view,EE (Estonia)
Kädi,2020-02-27 02:12:28,00:04:44,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Netflix Windows App - Cadmium Windows Mobile,00:49:51,00:49:51,EE (Estonia)
Kädi,2020-02-27 02:04:28,00:00:01,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Netflix Windows App - Cadmium Windows Mobile,00:45:06,Not latest view,EE (Estonia)
Kädi,2020-02-26 18:43:34,00:40:35,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Netflix Windows App - Cadmium Windows Mobile,00:45:56,Not latest view,EE (Estonia)
Kädi,2020-02-26 13:14:06,00:02:22,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,iPhone 5S CDMA,00:06:10,Not latest view,EE (Estonia)
Kädi,2020-02-26 13:09:46,00:02:30,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,iPhone 5S CDMA,00:03:47,Not latest view,EE (Estonia)
Kädi,2020-02-26 13:06:03,00:03:33,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,iPhone 5S CDMA,00:50:09,00:50:09,EE (Estonia)
Kädi,2020-02-26 12:07:33,00:45:26,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:46:35,Not latest view,EE (Estonia)
Kädi,2020-02-26 10:47:51,01:15:07,,Orange Is the New Black: Season 4: Toast Can’t Never Be Bread Again (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,01:15:34,01:15:34,EE (Estonia)
Kädi,2020-02-26 10:07:31,00:37:14,,Orange Is the New Black: Season 4: The Animals (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:58:56,00:58:56,EE (Estonia)
Kädi,2020-02-26 00:06:10,00:20:29,,Orange Is the New Black: Season 4: The Animals (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:21:43,Not latest view,EE (Estonia)
Kädi,2020-02-25 23:29:26,00:36:32,,Orange Is the New Black: Season 4: People Persons (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:58:49,00:58:49,EE (Estonia)
Kädi,2020-02-25 17:06:55,00:21:22,,Orange Is the New Black: Season 4: People Persons (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:22:21,Not latest view,EE (Estonia)
Kädi,2020-02-25 15:16:43,00:57:11,,"Orange Is the New Black: Season 4: Bunny, Skull, Bunny, Skull (Episode 10)",,Netflix Windows App - Cadmium Windows Mobile,00:58:19,00:58:19,EE (Estonia)
Kädi,2020-02-25 14:24:27,00:50:42,,Orange Is the New Black: Season 4: Turn Table Turn (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:55:23,00:55:23,EE (Estonia)
Kädi,2020-02-25 11:20:39,00:03:56,,Orange Is the New Black: Season 4: Turn Table Turn (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:05:08,Not latest view,EE (Estonia)
Kädi,2020-02-25 10:20:36,00:56:12,,Orange Is the New Black: Season 4: Friends in Low Places (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:57:24,00:57:24,EE (Estonia)
Kädi,2020-02-25 09:15:07,00:55:23,,Orange Is the New Black: Season 4: It Sounded Nicer in My Head (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:56:35,00:56:35,EE (Estonia)
Kädi,2020-02-25 08:16:50,00:57:03,,Orange Is the New Black: Season 4: Piece of Sh*t (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:57:48,00:57:48,EE (Estonia)
Kädi,2020-02-25 07:20:42,00:55:17,,Orange Is the New Black: Season 4: We’ll Always Have Baltimore (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:56:28,00:56:28,EE (Estonia)
Kädi,2020-02-24 23:21:12,00:57:24,,Orange Is the New Black: Season 4: Doctor Psycho (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:58:34,00:58:34,EE (Estonia)
Kädi,2020-02-24 22:23:41,00:54:25,,Orange Is the New Black: Season 4: (Don’t) Say Anything (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:55:38,00:55:38,EE (Estonia)
Kädi,2020-02-24 21:23:12,00:56:53,,Orange Is the New Black: Season 4: Power Suit (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:58:05,00:58:05,EE (Estonia)
Kädi,2020-02-24 20:30:10,00:51:14,,Orange Is the New Black: Season 4: Work That Body for Me (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:52:28,00:52:28,EE (Estonia)
Kädi,2020-02-24 20:28:30,00:00:23,,Orange Is the New Black: Season 4: Work That Body for Me (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:00:23,Not latest view,EE (Estonia)
Kädi,2020-02-24 18:39:49,01:27:40,,Orange Is the New Black: Season 3: Trust No Bitch (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,01:28:21,01:28:21,EE (Estonia)
Kädi,2020-02-24 17:37:13,00:57:24,,Orange Is the New Black: Season 3: Don’t Make Me Come Back There (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:58:36,00:58:36,EE (Estonia)
Kädi,2020-02-24 16:54:21,00:37:43,,Orange Is the New Black: Season 3: We Can Be Heroes (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:58:40,00:58:40,EE (Estonia)
Kädi,2020-02-24 13:17:40,00:19:47,,Orange Is the New Black: Season 3: We Can Be Heroes (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:20:59,Not latest view,EE (Estonia)
Kädi,2020-02-24 12:14:32,00:57:44,,Orange Is the New Black: Season 3: A Tittin' and a Hairin' (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:58:43,00:58:43,EE (Estonia)
Kädi,2020-02-24 11:57:07,00:16:20,,Orange Is the New Black: Season 3: Where My Dreidel At (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:52:34,00:52:34,EE (Estonia)
Kädi,2020-02-23 23:26:18,00:35:09,,Orange Is the New Black: Season 3: Where My Dreidel At (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:36:17,Not latest view,EE (Estonia)
Kädi,2020-02-23 22:26:11,00:57:12,,"Orange Is the New Black: Season 3: Fear, and Other Smells (Episode 8)",,Netflix Windows App - Cadmium Windows Mobile,00:58:08,00:58:08,EE (Estonia)
Kädi,2020-02-23 21:52:55,00:19:50,,To All the Boys: P.S. I Still Love You,,Netflix Windows App - Cadmium Windows Mobile,00:19:50,00:19:50,EE (Estonia)
Kädi,2020-02-23 19:52:46,00:22:32,,"Lucifer: Season 3: They're Back, Aren't They? (Episode 1)",,Netflix Windows App - Cadmium Windows Mobile,00:22:45,00:22:45,EE (Estonia)
Kädi,2020-02-23 18:59:20,00:42:16,,"Lucifer: Season 2: The Good, The Bad and The Crispy (Episode 18)",,Netflix Windows App - Cadmium Windows Mobile,00:43:20,00:43:20,EE (Estonia)
Kädi,2020-02-23 18:11:23,00:00:06,,"Lucifer: Season 2: The Good, The Bad and The Crispy (Episode 18)",,Netflix Windows App - Cadmium Windows Mobile,00:01:07,Not latest view,EE (Estonia)
Kädi,2020-02-23 17:37:08,00:24:27,,Orange Is the New Black: Season 3: Tongue-Tied (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:59:01,00:59:01,EE (Estonia)
Kädi,2020-02-23 17:26:43,00:42:13,Autoplayed: user action: None; ,Lucifer: Season 2: Sympathy for the Goddess (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:42:50,00:42:50,EE (Estonia)
Kädi,2020-02-23 16:45:51,00:27:13,,Lucifer: Season 2: God Johnson (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:43:28,00:43:28,EE (Estonia)
Kädi,2020-02-23 16:19:47,00:33:46,,Orange Is the New Black: Season 3: Tongue-Tied (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:34:37,Not latest view,EE (Estonia)
Kädi,2020-02-23 15:38:56,00:16:34,,Lucifer: Season 2: God Johnson (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:17:11,Not latest view,EE (Estonia)
Kädi,2020-02-23 14:59:01,00:52:20,,Orange Is the New Black: Season 3: Ching Chong Chang (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:52:30,00:52:30,EE (Estonia)
Kädi,2020-02-23 14:29:02,00:41:52,,Lucifer: Season 2: Deceptive Little Parasite (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:43:06,00:43:06,EE (Estonia)
Kädi,2020-02-23 13:38:42,00:56:31,,Orange Is the New Black: Season 3: Fake It Till You Fake It Some More (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:57:42,00:57:42,EE (Estonia)
Kädi,2020-02-23 12:39:42,00:55:58,,Orange Is the New Black: Season 3: Finger in the Dyke (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:57:13,00:57:13,EE (Estonia)
Kädi,2020-02-23 11:42:49,00:53:25,,Orange Is the New Black: Season 3: Empathy Is a Boner Killer (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:54:23,Not latest view,EE (Estonia)
Kädi,2020-02-23 10:44:53,00:54:59,,Orange Is the New Black: Season 3: Bed Bugs and Beyond (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:55:58,Not latest view,EE (Estonia)
Kädi,2020-02-23 00:17:27,00:49:59,,Orange Is the New Black: Season 3: Mother's Day (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:51:05,Not latest view,EE (Estonia)
Kädi,2020-02-22 23:42:05,00:25:37,,Orange Is the New Black: Season 2: We Have Manners. We're Polite. (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,01:30:57,Not latest view,EE (Estonia)
Kädi,2020-02-22 22:09:04,00:07:40,Autoplayed: user action: None; ,Lucifer: Season 2: Deceptive Little Parasite (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:07:40,Not latest view,EE (Estonia)
Kädi,2020-02-22 22:04:41,00:03:55,,Lucifer: Season 2: Candy Morningstar (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:42:58,00:42:58,EE (Estonia)
Kädi,2020-02-22 20:35:53,00:42:08,Autoplayed: user action: None; ,Lucifer: Season 2: Candy Morningstar (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:40:40,Not latest view,EE (Estonia)
Kädi,2020-02-22 19:38:41,00:44:39,Autoplayed: user action: None; ,Lucifer: Season 2: A Good Day to Die (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:43:15,00:43:15,EE (Estonia)
Kädi,2020-02-22 19:10:01,00:28:25,,Lucifer: Season 2: Love Handles (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:43:31,00:43:31,EE (Estonia)
Kädi,2020-02-22 14:15:07,01:06:17,,Orange Is the New Black: Season 2: We Have Manners. We're Polite. (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,01:05:23,Not latest view,EE (Estonia)
Kädi,2020-02-22 13:34:35,00:15:50,,Lucifer: Season 2: Love Handles (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:16:22,Not latest view,EE (Estonia)
Kädi,2020-02-22 13:13:00,00:58:23,,Orange Is the New Black: Season 2: It Was the Change (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:58:32,Not latest view,EE (Estonia)
Kädi,2020-02-22 13:05:06,00:07:43,,Orange Is the New Black: Season 2: Take a Break From Your Values (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:56:14,Not latest view,EE (Estonia)
Kädi,2020-02-22 12:51:27,00:42:59,Autoplayed: user action: None; ,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:42:59,00:42:59,EE (Estonia)
Kädi,2020-02-22 11:36:31,00:46:51,,Lucifer: Season 2: Quid Pro Ho (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:44:09,00:44:09,EE (Estonia)
Kädi,2020-02-21 23:50:57,00:47:22,,Orange Is the New Black: Season 2: Take a Break From Your Values (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:48:31,Not latest view,EE (Estonia)
Kädi,2020-02-21 19:15:27,00:59:18,,Orange Is the New Black: Season 2: Little Mustachioed Sh*t (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:58:53,Not latest view,EE (Estonia)
Kädi,2020-02-21 18:25:03,00:43:00,Autoplayed: user action: None; ,Lucifer: Season 2: Homewrecker (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:43:00,00:43:00,EE (Estonia)
Kädi,2020-02-21 18:10:46,00:58:06,,Orange Is the New Black: Season 2: 40 Oz. of Furlough (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:58:51,Not latest view,EE (Estonia)
Kädi,2020-02-21 17:40:54,00:42:25,,Lucifer: Season 2: Trip to Stabby Town (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:42:59,00:42:59,EE (Estonia)
Kädi,2020-02-21 17:12:38,00:22:16,,Lucifer: Season 2: My Little Monkey (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:43:18,00:43:18,EE (Estonia)
Kädi,2020-02-21 12:20:28,00:55:28,,Orange Is the New Black: Season 2: Appropriately Sized Pots (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:56:02,Not latest view,EE (Estonia)
Kädi,2020-02-21 11:29:36,00:50:32,,Orange Is the New Black: Season 2: Comic Sans (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:51:38,Not latest view,EE (Estonia)
Kädi,2020-02-21 10:26:20,00:54:09,,Orange Is the New Black: Season 2: You Also Have a Pizza (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:58:37,Not latest view,EE (Estonia)
Kädi,2020-02-21 04:16:30,00:03:15,,Orange Is the New Black: Season 2: You Also Have a Pizza (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:04:28,Not latest view,EE (Estonia)
Kädi,2020-02-21 03:27:17,00:49:04,,Orange Is the New Black: Season 2: Low Self Esteem City (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:50:15,Not latest view,EE (Estonia)
Kädi,2020-02-21 02:24:46,00:59:18,,Orange Is the New Black: Season 2: A Whole Other Hole (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,01:00:13,Not latest view,EE (Estonia)
Kädi,2020-02-21 01:27:07,00:57:31,,Orange Is the New Black: Season 2: Hugs Can Be Deceiving (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:58:42,Not latest view,EE (Estonia)
Kädi,2020-02-21 00:31:15,00:53:02,,"Orange Is the New Black: Season 2: Looks Blue, Tastes Red (Episode 2)",,Netflix Windows App - Cadmium Windows Mobile,00:54:14,Not latest view,EE (Estonia)
Kädi,2020-02-20 23:26:32,00:53:43,Autoplayed: user action: None; ,Orange Is the New Black: Season 2: Thirsty Bird (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:54:58,Not latest view,EE (Estonia)
Kädi,2020-02-20 22:28:26,00:57:56,,Orange Is the New Black: Season 1: Can't Fix Crazy (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:59:16,Not latest view,EE (Estonia)
Kädi,2020-02-20 21:29:27,00:58:26,Autoplayed: user action: None; ,Orange Is the New Black: Season 1: Fool Me Once (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:58:53,Not latest view,EE (Estonia)
Kädi,2020-02-20 20:14:16,00:57:40,Autoplayed: user action: None; ,Orange Is the New Black: Season 1: Tall Men with Feelings (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:58:09,Not latest view,EE (Estonia)
Kädi,2020-02-20 19:21:55,00:51:05,,Orange Is the New Black: Season 1: Bora Bora Bora (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:52:41,Not latest view,EE (Estonia)
Kädi,2020-02-20 18:45:05,00:21:04,,Lucifer: Season 2: My Little Monkey (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:04,Not latest view,EE (Estonia)
Kädi,2020-02-20 18:06:15,00:56:31,,Orange Is the New Black: Season 1: F*cksgiving (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:57:34,Not latest view,EE (Estonia)
Kädi,2020-02-20 17:43:14,00:42:06,Autoplayed: user action: None; ,Lucifer: Season 2: Monster (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:42:52,00:42:52,EE (Estonia)
Kädi,2020-02-20 17:30:53,00:12:05,,Lucifer: Season 2: The Weaponizer (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:43:24,00:43:24,EE (Estonia)
Kädi,2020-02-20 17:06:26,00:56:16,,Orange Is the New Black: Season 1: Moscow Mule (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:57:32,Not latest view,EE (Estonia)
Kädi,2020-02-20 16:34:25,00:22:34,,Orange Is the New Black: Season 1: Blood Donut (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:55:44,Not latest view,EE (Estonia)
Kädi,2020-02-20 03:00:37,00:31:54,,Orange Is the New Black: Season 1: Blood Donut (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:33:13,Not latest view,EE (Estonia)
Kädi,2020-02-20 02:03:45,00:53:58,,Orange Is the New Black: Season 1: WAC Pack (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:55:17,Not latest view,EE (Estonia)
Kädi,2020-02-20 01:11:38,00:51:58,,Orange Is the New Black: Season 1: The Chickening (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:53:17,Not latest view,EE (Estonia)
Kädi,2020-02-20 00:16:02,00:51:53,,Orange Is the New Black: Season 1: Imaginary Enemies (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:53:14,Not latest view,EE (Estonia)
Kädi,2020-02-19 23:21:44,00:54:12,,Orange Is the New Black: Season 1: Lesbian Request Denied (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:55:21,Not latest view,EE (Estonia)
Kädi,2020-02-19 22:28:45,00:49:30,,Orange Is the New Black: Season 1: Tit Punch (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:50:49,Not latest view,EE (Estonia)
Kädi,2020-02-19 21:33:45,00:50:23,,Orange Is the New Black: Season 1: I Wasn't Ready (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:50:06,Not latest view,EE (Estonia)
Kädi,2020-02-19 12:38:46,00:45:05,,Lucifer: Season 2: The Weaponizer (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:33:11,Not latest view,EE (Estonia)
Kädi,2020-02-19 12:37:37,00:00:27,,Lucifer: Season 2: The Weaponizer (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:05:32,Not latest view,EE (Estonia)
Kädi,2020-02-18 19:31:13,00:21:38,,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:38,00:21:38,EE (Estonia)
Kädi,2020-02-18 19:30:44,00:00:18,,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:00:18,Not latest view,EE (Estonia)
Kädi,2020-02-18 18:36:27,00:05:06,Autoplayed: user action: None; ,Lucifer: Season 2: The Weaponizer (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:05:06,Not latest view,EE (Estonia)
Kädi,2020-02-18 17:54:42,00:41:37,Autoplayed: user action: None; ,Lucifer: Season 2: Lady Parts (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:41:37,00:41:37,EE (Estonia)
Kädi,2020-02-18 17:08:47,00:43:25,Autoplayed: user action: None; ,Lucifer: Season 2: Sin-Eater (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:43:25,00:43:25,EE (Estonia)
